Protein Id,Gene Symbol,Description,Number of peptides,PDX_1,PDX_2,PDX_3,PDXp53_1,PDXp53_2,PDXp53_3,D314,D693,D705,D751,D756,Id,Average norm WT,Average norm G12D,Average norm G12D/Average norm WT
sp|Q920E5|FPPS_MOUSE,Fdps,FPPS_MOUSE Farnesyl pyrophosphate synthase,6,8.6395,10.0496,11.3674,8.82266,7.90959,8.66551,6.76266,6.21862,8.22393,14.1754,9.16511,2669,9.242376667,8.909144,0.963945132
sp|Q9CZ15|PSF1_MOUSE,Gins1,PSF1_MOUSE DNA replication complex GINS protein PSF1,2,0.630086,0.365914,0.696778,0.440456,0.905296,1.17779,13.8548,8.90225,19.5937,28.563,24.8699,7758,0.70272,19.15673,27.26082935
sp|O88643|PAK1_MOUSE,Pak1,PAK1_MOUSE Serine/threonine-protein kinase PAK 1,9,4.92584,4.91375,4.94661,5.31568,5.35271,5.35834,11.8499,12.7473,18.6867,10.0953,15.8079,3938,5.135488333,13.83742,2.694470146
sp|Q8CIN4|PAK2_MOUSE,Pak2,PAK2_MOUSE Serine/threonine-protein kinase PAK 2,5,6.38822,5.8342,6.15475,6.08782,6.60716,5.85233,11.3547,11.058,14.5392,9.00019,17.1234,3937,6.15408,12.615098,2.04987553
tr|G3X8T9|G3X8T9_MOUSE,Serpina3n,"G3X8T9_MOUSE Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a",19,1.67706,1.82667,2.02451,1.89814,2.00554,2.41226,14.8042,21.5642,18.2624,25.8634,7.66165,2680,1.97403,17.63117,8.931561324
sp|P07759|SPA3K_MOUSE,Serpina3k,SPA3K_MOUSE Serine protease inhibitor A3K,28,4.81329,9.12353,6.09502,6.67603,7.17242,8.54744,19.776,8.02954,14.9271,9.28948,5.55012,2681,7.071288333,11.514448,1.62833807
sp|Q03734|SPA3M_MOUSE,Serpina3m,SPA3M_MOUSE Serine protease inhibitor A3M,7,2.27451,1.96868,2.2925,2.5909,2.34642,2.6525,21.2686,15.7002,18.0263,19.1372,11.7422,2682,2.354251667,17.1749,7.295269339
sp|Q8VEM8|MPCP_MOUSE,Slc25a3,"MPCP_MOUSE Phosphate carrier protein, mitochondrial",7,10.9375,11.5266,11.5782,10.3929,12.0146,11.7787,7.98161,5.914,6.46758,4.64514,6.76312,2688,11.37141667,6.35429,0.558794932
sp|Q80VC9|CAMP3_MOUSE,Camsap3,CAMP3_MOUSE Calmodulin-regulated spectrin-associated protein 3,3,13.5156,13.7978,13.2655,12.3327,14.4981,11.8687,4.14166,6.91769,4.37394,1.84755,3.44081,2689,13.21306667,4.14433,0.313653908
sp|P49817|CAV1_MOUSE,Cav1,CAV1_MOUSE Caveolin-1,7,12.0574,13.2757,7.44257,11.317,9.92401,10.1436,7.17161,6.51468,7.41541,8.45533,6.28265,3205,10.69338,7.167936,0.670315279
tr|Q6XPS7|Q6XPS7_MOUSE,Tha1,Q6XPS7_MOUSE L-threonine aldolase,3,10.9656,11.8772,9.48158,10.8237,9.51783,10.2206,5.09799,11.1004,9.85246,3.08985,7.97277,154,10.481085,7.422694,0.708199008
sp|P14901|HMOX1_MOUSE,Hmox1,HMOX1_MOUSE Heme oxygenase 1,2,2.18691,3.38273,2.22566,2.2626,3.583,3.40814,7.62914,14.3313,14.5804,27.9367,18.4734,6094,2.841506667,16.590188,5.838518063
sp|Q3TNH5|F172A_MOUSE,Fam172a,F172A_MOUSE Protein FAM172A,6,5.87387,5.80939,5.79307,6.27975,6.2532,6.19742,9.51048,13.3321,11.7232,17.9764,11.2511,4356,6.03445,12.758656,2.114303043
sp|Q8R086|SUOX_MOUSE,Suox,"SUOX_MOUSE Sulfite oxidase, mitochondrial",4,5.73097,3.63833,6.23133,5.16789,5.8325,5.13634,26.7527,19.9251,8.82269,6.15066,6.6115,2703,5.28956,13.65253,2.581033205
sp|Q9DBJ1|PGAM1_MOUSE,Pgam1,PGAM1_MOUSE Phosphoglycerate mutase 1,15,7.15644,8.95798,5.45755,6.21209,6.69304,8.63313,11.7487,12.5128,7.60343,14.1194,10.9054,2489,7.185038333,11.377946,1.583560932
sp|Q8R4H2|ARHGC_MOUSE,Arhgef12,ARHGC_MOUSE Rho guanine nucleotide exchange factor 12,8,9.53405,8.34934,9.32066,9.13346,8.39215,9.08766,9.70408,10.4785,7.69361,11.3866,6.91983,4282,8.969553333,9.236524,1.029764098
sp|Q6ZQM8|UD17C_MOUSE,Ugt1a7c,UD17C_MOUSE UDP-glucuronosyltransferase 1-7C,8,2.16316,1.92095,1.597,2.11928,2.15144,2.18795,23.7511,9.75489,23.6028,14.7741,15.9774,2709,2.023296667,17.572058,8.6848648
sp|Q9CQC2|COL_MOUSE,Clps,COL_MOUSE Colipase,27,13.5382,17.4731,15.1331,14.3544,16.4119,14.2016,1.92432,1.83794,2.12978,0.959072,2.03664,8329,15.18538333,1.7775504,0.11705667
sp|Q8BKT7|THOC5_MOUSE,Thoc5,THOC5_MOUSE THO complex subunit 5 homolog,6,4.14685,4.33512,5.28856,4.56356,4.97244,4.75038,12.5635,12.7214,16.5217,15.3262,14.8104,1204,4.676151667,14.38864,3.077025945
sp|Q64442|DHSO_MOUSE,Sord,DHSO_MOUSE Sorbitol dehydrogenase,21,14.0504,13.7722,13.7246,13.6588,15.1189,12.704,3.12264,5.56321,3.78183,1.9347,2.5687,2720,13.83815,3.394216,0.245279607
sp|Q922E4|PCY2_MOUSE,Pcyt2,PCY2_MOUSE Ethanolamine-phosphate cytidylyltransferase,6,10.7012,8.93234,9.67881,10.1858,9.47625,8.9127,7.033,7.32097,10.7627,6.77879,10.2175,8330,9.64785,8.422592,0.873001964
tr|A2AT91|A2AT91_MOUSE,Plcb4,A2AT91_MOUSE Protein Plcb4 (Fragment),1,10.3716,11.9136,10.2398,8.82171,10.7661,10.7262,4.63842,6.47432,8.31565,11.2058,6.52683,8331,10.47316833,7.432204,0.70964237
sp|P10853|H2B1F_MOUSE,Hist1h2bf,H2B1F_MOUSE Histone H2B type 1-F/J/L,127,7.80306,7.18553,7.34167,7.34446,7.57298,7.46372,9.24884,11.3909,10.3931,12.2325,12.0233,2722,7.451903333,11.057728,1.483879689
sp|Q64524|H2B2E_MOUSE,Hist2h2be,H2B2E_MOUSE Histone H2B type 2-E,2,16.1261,9.02332,16.747,20.1262,10.1674,13.1166,1.94635,1.48688,0.758742,7.93902,2.5625,2723,14.21777,2.9386984,0.206691936
sp|P83940|ELOC_MOUSE,Tceb1,ELOC_MOUSE Transcription elongation factor B polypeptide 1,4,14.0815,11.6204,11.625,10.4666,11.7245,10.9444,6.28758,5.46187,5.10714,6.07425,6.60671,2738,11.74373333,5.90751,0.503035094
sp|Q9WV30|NFAT5_MOUSE,Nfat5,NFAT5_MOUSE Nuclear factor of activated T-cells 5,3,7.67764,8.73096,5.84659,6.73655,7.56375,8.47699,14.5655,9.4164,6.80921,16.5417,7.63465,4539,7.505413333,10.993492,1.464741715
sp|Q99KG5|LSR_MOUSE,Lsr,LSR_MOUSE Lipolysis-stimulated lipoprotein receptor,6,9.41762,11.8434,8.77317,8.6762,10.0863,10.5522,9.76656,12.271,7.96917,3.43954,7.20478,2841,9.891481667,8.13021,0.821940562
sp|Q62418|DBNL_MOUSE,Dbnl,DBNL_MOUSE Drebrin-like protein,17,4.56427,4.89782,4.6182,4.33115,4.67728,4.29149,10.1762,11.1393,16.0602,12.6533,22.5907,1102,4.563368333,14.52394,3.18272358
sp|B2RXS4|PLXB2_MOUSE,Plxnb2,PLXB2_MOUSE Plexin-B2,9,3.06413,3.32588,2.85649,3.24475,3.96411,3.62776,15.2221,19.3081,16.3956,12.8536,16.1374,1134,3.347186667,15.98336,4.775162425
sp|Q9CQ62|DECR_MOUSE,Decr1,"DECR_MOUSE 2,4-dienoyl-CoA reductase, mitochondrial",10,11.9465,13.0696,12.146,12.2774,10.9633,11.3547,6.37368,5.79368,6.42293,4.55102,5.10116,2755,11.95958333,5.648494,0.472298561
sp|Q9WTP6|KAD2_MOUSE,Ak2,"KAD2_MOUSE Adenylate kinase 2, mitochondrial",17,13.4527,12.6064,12.1497,11.0445,12.7008,11.4538,4.90606,5.17272,5.53488,4.53343,6.44498,2757,12.23465,5.318414,0.434700952
sp|Q99KY4|GAK_MOUSE,Gak,GAK_MOUSE Cyclin-G-associated kinase,7,8.74672,9.41716,7.5305,7.65426,8.02662,10.0439,8.49841,9.61503,10.2739,8.82082,11.3727,2449,8.56986,9.716172,1.133760878
sp|P50544|ACADV_MOUSE,Acadvl,"ACADV_MOUSE Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",24,10.9749,12.0033,10.6253,10.7589,11.2174,11.0492,5.95576,8.09456,6.45498,6.07105,6.7946,2758,11.10483333,6.67419,0.601016674
sp|Q91WS0|CISD1_MOUSE,Cisd1,CISD1_MOUSE CDGSH iron-sulfur domain-containing protein 1,2,12.4903,14.0009,12.4949,12.6084,12.671,10.9189,6.00884,5.3668,5.08815,3.43756,4.91433,2760,12.53073333,4.963136,0.396077059
sp|Q8VDI7|UBAC1_MOUSE,Ubac1,UBAC1_MOUSE Ubiquitin-associated domain-containing protein 1,1,9.5122,6.71996,9.11798,10.87,9.21348,8.22723,7.44452,6.6099,13.8442,8.98892,9.45159,3594,8.943475,9.267826,1.036266775
sp|P35550|FBRL_MOUSE,Fbl,FBRL_MOUSE rRNA 2'-O-methyltransferase fibrillarin,18,8.18012,8.28704,8.92625,7.98935,9.19391,8.00952,9.67862,9.99345,9.0322,10.497,10.2125,2774,8.431031667,9.882754,1.172187983
sp|P29268|CTGF_MOUSE,Ctgf,CTGF_MOUSE Connective tissue growth factor,1,0.751235,1.18021,0.644302,0.515658,1.52083,0.936493,18.9591,36.438,14.4279,13.3026,11.3237,7767,0.924788,18.89026,20.42658425
sp|O88851|RBBP9_MOUSE,Rbbp9,RBBP9_MOUSE Putative hydrolase RBBP9,7,14.5627,12.8498,12.614,13.466,10.7849,13.2417,3.82678,6.41302,2.49307,7.43576,2.31228,2775,12.91985,4.496182,0.348005743
sp|Q3URU2|PEG3_MOUSE,Peg3,PEG3_MOUSE Paternally-expressed gene 3 protein,6,1.46327,1.13272,1.05456,0.927675,1.10675,1.07424,1.77883,4.97217,0.45221,83.2656,2.77197,8332,1.126535833,18.648156,16.55354002
sp|Q9D7X3|DUS3_MOUSE,Dusp3,DUS3_MOUSE Dual specificity protein phosphatase 3,9,8.39276,8.22892,8.27444,8.31229,9.04898,8.50987,7.29025,10.2525,13.2961,5.69643,12.6975,2781,8.46121,9.846556,1.163729065
sp|Q61176|ARGI1_MOUSE,Arg1,ARGI1_MOUSE Arginase-1,24,1.31002,1.09073,1.31641,1.21202,1.44072,1.88699,9.78047,34.2846,8.5374,8.78786,30.3528,2784,1.376148333,18.348626,13.33331993
sp|P09242|PPBT_MOUSE,Alpl,"PPBT_MOUSE Alkaline phosphatase, tissue-nonspecific isozyme",5,8.22296,9.62473,5.09636,6.42834,7.29438,8.2382,18.1351,10.9227,11.5996,6.72291,7.71469,7694,7.484161667,11.019,1.47230919
sp|Q9D824|FIP1_MOUSE,Fip1l1,FIP1_MOUSE Pre-mRNA 3'-end-processing factor FIP1,12,7.40905,6.799,8.11033,7.7561,6.64944,7.0459,8.92208,11.137,6.82755,19.7742,9.56937,1159,7.29497,11.24604,1.541615661
sp|O88736|DHB7_MOUSE,Hsd17b7,DHB7_MOUSE 3-keto-steroid reductase,3,5.67713,7.00126,5.31797,5.91064,6.81474,6.7355,10.334,12.3058,8.66025,20.238,11.0046,2794,6.242873333,12.50853,2.003649495
sp|Q8BMJ2|SYLC_MOUSE,Lars,"SYLC_MOUSE Leucine--tRNA ligase, cytoplasmic",53,13.2638,12.8785,14.6567,12.9025,13.0074,13.4108,4.34586,3.41088,3.46948,5.24995,3.40413,2795,13.35328333,3.97606,0.297758978
sp|B2RY56|RBM25_MOUSE,Rbm25,RBM25_MOUSE RNA-binding protein 25,6,4.15296,4.61422,4.48852,4.99697,5.52812,4.80069,11.953,15.6481,14.942,13.3917,15.4836,3057,4.76358,14.28368,2.998517921
sp|P61255|RL26_MOUSE,Rpl26,RL26_MOUSE 60S ribosomal protein L26,13,14.6587,21.2484,13.0371,13.0883,10.9001,17.8731,2.01284,1.79102,1.54652,2.03676,1.80714,2798,15.13428333,1.838856,0.121502681
sp|P23492|PNPH_MOUSE,Pnp,PNPH_MOUSE Purine nucleoside phosphorylase,30,4.89113,5.81507,4.40975,6.21561,5.41631,5.30949,12.2642,10.1403,18.4984,8.43194,18.6078,2800,5.342893333,13.588528,2.543290152
sp|Q62189|SNRPA_MOUSE,Snrpa,SNRPA_MOUSE U1 small nuclear ribonucleoprotein A,5,8.15661,8.74509,10.1294,7.88637,7.50297,7.9796,8.1197,10.786,6.15047,17.4949,7.04886,2801,8.400006667,9.919986,1.180949777
sp|Q9CQI7|RU2B_MOUSE,Snrpb2,RU2B_MOUSE U2 small nuclear ribonucleoprotein B'',2,6.06419,5.01794,8.34255,5.77565,7.92406,5.51935,11.6739,11.833,8.98565,16.5708,12.2929,2802,6.440623333,12.27125,1.905289188
sp|Q9R112|SQRD_MOUSE,Sqrdl,"SQRD_MOUSE Sulfide:quinone oxidoreductase, mitochondrial",21,10.2835,11.1957,10.5224,9.77377,10.8113,9.94652,8.62325,9.01093,8.42308,4.33211,7.07738,5238,10.42219833,7.49335,0.718979793
sp|P46935|NEDD4_MOUSE,Nedd4,NEDD4_MOUSE E3 ubiquitin-protein ligase NEDD4,37,8.69869,10.1146,8.89916,9.42216,9.66709,9.64793,9.2781,8.16297,5.43586,15.491,5.18239,2805,9.408271667,8.710064,0.925787893
sp|Q8CFI0|NED4L_MOUSE,Nedd4l,NED4L_MOUSE E3 ubiquitin-protein ligase NEDD4-like,3,7.00222,6.35817,6.14104,6.35283,6.94339,6.30682,10.4605,10.2874,11.6789,14.5109,13.9578,2806,6.517411667,12.1791,1.868701967
sp|Q8BW41|PMGT2_MOUSE,Pomgnt2,"PMGT2_MOUSE Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",2,8.33958,11.2952,9.47808,10.098,10.9733,9.30953,10.4281,7.09639,10.9672,4.29293,7.72168,2914,9.915615,8.10126,0.817020427
sp|P29699|FETUA_MOUSE,Ahsg,FETUA_MOUSE Alpha-2-HS-glycoprotein,21,3.9867,4.11592,3.41326,3.92148,3.86206,4.26239,18.1385,11.3538,19.4384,13.5546,13.9529,2809,3.926968333,15.28764,3.892987848
sp|Q8BHG1|NRDC_MOUSE,Nrd1,NRDC_MOUSE Nardilysin,16,9.18206,11.0758,9.03745,9.95466,9.20094,10.9171,6.97872,7.49817,8.1345,8.95777,9.06284,1415,9.894668333,8.1264,0.821290793
sp|O08547|SC22B_MOUSE,Sec22b,SC22B_MOUSE Vesicle-trafficking protein SEC22b,36,12.2334,13.2559,14.9258,13.5649,12.078,12.2707,4.67122,4.04911,3.67278,5.31475,3.96355,4827,13.05478333,4.334282,0.332007195
sp|Q8CFJ9|WDR24_MOUSE,Wdr24,WDR24_MOUSE WD repeat-containing protein 24,2,11.047,10.7898,9.99519,10.2948,11.1831,9.6357,7.59791,8.34822,7.81896,5.67786,7.61152,8333,10.49093167,7.410894,0.70640952
sp|P62267|RS23_MOUSE,Rps23,RS23_MOUSE 40S ribosomal protein S23,22,14.6377,15.1893,15.8472,14.4243,13.086,14.1499,2.792,2.76382,2.36198,2.43957,2.3083,2816,14.55573333,2.533134,0.174029981
sp|Q8CG76|ARK72_MOUSE,Akr7a2,ARK72_MOUSE Aflatoxin B1 aldehyde reductase member 2,4,12.129,11.6693,12.786,13.0563,11.6139,11.4835,5.11254,7.13744,5.57495,3.46847,5.96867,537,12.123,5.452414,0.449757816
sp|O70305|ATX2_MOUSE,Atxn2,ATX2_MOUSE Ataxin-2,14,8.49038,8.38836,9.62037,9.38479,8.80698,9.02893,10.3912,8.62703,7.06028,13.3372,6.86447,2611,8.953301667,9.256036,1.033812592
sp|Q78PG9|CCD25_MOUSE,Ccdc25,CCD25_MOUSE Coiled-coil domain-containing protein 25,6,11.5058,12.8856,10.7141,11.2406,11.5617,13.8692,5.18178,6.50224,6.69056,4.77071,5.07749,4694,11.96283333,5.644556,0.471841063
sp|Q91Z96|BMP2K_MOUSE,Bmp2k,BMP2K_MOUSE BMP-2-inducible protein kinase,1,5.0045,21.6575,2.27939,2.34226,2.58183,4.95401,10.0156,15.0673,11.2889,13.1297,11.679,859,6.469915,12.2361,1.89123041
sp|Q8CI51|PDLI5_MOUSE,Pdlim5,PDLI5_MOUSE PDZ and LIM domain protein 5,15,5.28843,5.76254,4.53119,4.57724,5.54413,5.79122,15.2101,16.6719,11.4598,11.8811,13.2823,745,5.249125,13.70104,2.610156931
sp|Q8CI51-3|PDLI5_MOUSE,Pdlim5,PDLI5_MOUSE Isoform 3 of PDZ and LIM domain protein 5,2,3.65077,3.06607,3.86099,4.75658,4.59453,3.92892,13.6502,14.8013,17.8695,14.4608,15.3602,746,3.97631,15.2284,3.829781883
sp|Q9CYN9|RENR_MOUSE,Atp6ap2,RENR_MOUSE Renin receptor,1,10.3198,5.18536,8.41288,8.48669,8.55588,6.49396,11.0431,8.5136,7.85892,15.1045,10.0253,2824,7.909095,10.509084,1.328734071
sp|P13707|GPDA_MOUSE,Gpd1,"GPDA_MOUSE Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",22,10.9146,13.921,10.9672,11.5237,12.78,13.0467,4.34133,11.2365,5.4657,2.57993,3.22334,2354,12.1922,5.36936,0.440393038
sp|A2AN08|UBR4_MOUSE,Ubr4,UBR4_MOUSE E3 ubiquitin-protein ligase UBR4,38,7.1195,7.81947,7.89524,7.71629,8.18166,8.25086,11.2274,9.32779,10.1398,11.2678,11.0542,2826,7.830503333,10.603398,1.354114486
sp|Q61191|HCFC1_MOUSE,Hcfc1,HCFC1_MOUSE Host cell factor 1,14,6.74554,6.83452,7.02883,6.60807,6.77474,6.75708,9.7242,12.2309,7.086,20.6559,9.55423,2976,6.791463333,11.850246,1.744873736
sp|Q9QWW1|HOME2_MOUSE,Homer2,HOME2_MOUSE Homer protein homolog 2,4,15.3858,15.0375,15.458,13.9747,14.7409,13.0259,2.19604,3.49092,2.60505,1.87002,2.21528,8334,14.6038,2.475462,0.169508073
sp|Q99JP6|HOME3_MOUSE,Homer3,HOME3_MOUSE Homer protein homolog 3,2,8.45167,7.31826,10.419,8.93643,5.86754,8.08734,5.63598,11.7879,1.66481,29.2587,2.57239,8335,8.18004,10.183956,1.244976308
sp|Q6PGB8|SMCA1_MOUSE,Smarca1,SMCA1_MOUSE Probable global transcription activator SNF2L1,1,5.10992,3.48358,3.85826,3.38246,5.42803,5.01688,7.7958,14.3389,8.22841,34.0656,9.29216,8336,4.379855,14.744174,3.366361215
sp|Q91ZW3|SMCA5_MOUSE,Smarca5,SMCA5_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,8,4.88516,4.61058,4.94371,5.07457,5.37508,4.4163,12.2254,13.4102,13.9961,13.817,17.2459,2832,4.884233333,14.13892,2.894808465
sp|Q9CR00|PSMD9_MOUSE,Psmd9,PSMD9_MOUSE 26S proteasome non-ATPase regulatory subunit 9,7,7.00808,5.60542,6.46063,6.82985,6.89219,6.35537,12.5099,12.5559,7.33839,17.1114,11.3329,990,6.525256667,12.169698,1.865014454
sp|P63154|CRNL1_MOUSE,Crnkl1,CRNL1_MOUSE Crooked neck-like protein 1,3,2.81323,2.39181,3.58593,3.4242,5.24337,2.96354,16.7892,11.5336,20.0148,12.7808,18.4596,2156,3.40368,15.9156,4.675997744
sp|P70158|ASM3A_MOUSE,Smpdl3a,ASM3A_MOUSE Acid sphingomyelinase-like phosphodiesterase 3a,3,15.3849,20.5073,8.38228,9.01796,7.72368,15.5639,3.66036,5.92028,4.96004,3.5966,5.28267,7638,12.76333667,4.68399,0.366987891
sp|Q9DCN2|NB5R3_MOUSE,Cyb5r3,NB5R3_MOUSE NADH-cytochrome b5 reductase 3,20,10.3523,9.85637,11.3685,9.23677,9.75521,8.95442,10.0375,8.07096,6.81045,8.95035,6.60716,2847,9.920595,8.095284,0.816007911
sp|Q91YQ5|RPN1_MOUSE,Rpn1,RPN1_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,89,14.9596,15.1259,13.3031,13.6231,13.6508,13.9322,3.50018,3.10091,3.09169,2.61763,3.09483,2849,14.09911667,3.081048,0.218527733
sp|Q9QZK7|DOK3_MOUSE,Dok3,DOK3_MOUSE Docking protein 3,2,2.63149,2.05096,2.21224,2.40951,2.45968,2.42538,10.3444,13.1769,24.6436,10.8962,26.7497,2854,2.364876667,17.16216,7.257105726
sp|Q9DC29|ABCB6_MOUSE,Abcb6,"ABCB6_MOUSE ATP-binding cassette sub-family B member 6, mitochondrial",5,12.8455,13.7199,13.1878,12.9546,14.6296,13.4596,3.79068,3.90526,3.96134,3.91883,3.62703,6111,13.46616667,3.840628,0.285205738
sp|Q91VR5|DDX1_MOUSE,Ddx1,DDX1_MOUSE ATP-dependent RNA helicase DDX1,43,11.5509,11.464,11.2972,11.3016,10.5781,11.9079,6.46041,7.1472,5.81837,6.83755,5.63679,4482,11.34995,6.380064,0.562122653
sp|Q8BIF9|ZN787_MOUSE,Znf787,ZN787_MOUSE Zinc finger protein 787,4,6.06659,4.74651,5.64227,5.67505,5.98819,6.04305,9.9331,12.7348,10.4433,17.3456,15.3815,8337,5.69361,13.16766,2.312708457
sp|Q8R2Y2|MUC18_MOUSE,Mcam,MUC18_MOUSE Cell surface glycoprotein MUC18,11,5.35968,4.59067,4.7017,5.50518,5.52407,4.79351,13.6405,12.4878,10.6552,16.8848,15.8569,2863,5.079135,13.90504,2.737678758
sp|O35459|ECH1_MOUSE,Ech1,"ECH1_MOUSE Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",12,8.50709,5.16771,6.93173,8.27864,7.43343,8.97578,15.9708,15.0791,7.69133,11.4968,4.4676,6076,7.549063333,10.941126,1.449335569
sp|P97822|AN32E_MOUSE,Anp32e,AN32E_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member E,17,5.1329,4.16768,4.23429,5.02605,4.53504,4.42872,7.27031,14.3411,12.9504,20.6603,17.2531,2864,4.587446667,14.495042,3.159718914
sp|P60904|DNJC5_MOUSE,Dnajc5,DNJC5_MOUSE DnaJ homolog subfamily C member 5,4,10.4542,11.6004,6.07314,7.96605,8.56636,14.6338,7.83459,10.9546,5.49231,9.10414,7.32043,2865,9.882325,8.141214,0.823815651
sp|O35448|PPT2_MOUSE,Ppt2,PPT2_MOUSE Lysosomal thioesterase PPT2,1,20.1702,8.19617,13.3023,17.0837,7.97512,14.1687,1.78944,5.20662,4.64913,6.32924,1.12935,2867,13.48269833,3.820756,0.283382147
sp|O88697|STK16_MOUSE,Stk16,STK16_MOUSE Serine/threonine-protein kinase 16,1,12.4067,12.6041,12.1758,12.0136,12.8451,12.8489,5.70541,4.76859,4.65066,4.40863,5.57238,8338,12.48236667,5.021134,0.402258172
tr|Q6P6I8|Q6P6I8_MOUSE,Sirpa,Q6P6I8_MOUSE Signal-regulatory protein alpha,6,2.61205,2.54478,2.31561,2.60828,2.00341,2.63402,10.0054,10.9852,18.0291,19.8806,26.3816,3083,2.453025,17.05638,6.953202678
sp|Q9R1P3|PSB2_MOUSE,Psmb2,PSB2_MOUSE Proteasome subunit beta type-2,4,7.56425,7.30728,6.27224,7.28596,7.70363,7.22571,10.051,8.89804,10.791,10.4989,16.4019,2876,7.226511667,11.328168,1.567584545
sp|Q8BG67|EFR3A_MOUSE,Efr3a,EFR3A_MOUSE Protein EFR3 homolog A,1,5.96631,6.48319,5.59457,6.79569,6.53963,7.3305,9.29388,13.2247,14.449,10.1199,14.2026,3388,6.451648333,12.258016,1.899982046
sp|Q80UM7|MOGS_MOUSE,Mogs,MOGS_MOUSE Mannosyl-oligosaccharide glucosidase,23,14.5058,16.19,13.5425,13.1473,13.0192,13.9726,3.31136,3.08107,3.50398,2.36226,3.36409,255,14.0629,3.124552,0.222184045
sp|Q3UVL4|VPS51_MOUSE,Vps51,VPS51_MOUSE Vacuolar protein sorting-associated protein 51 homolog,9,8.79782,11.1254,8.76875,9.6156,9.08707,9.92947,8.31808,8.56055,8.77467,7.11205,9.9106,199,9.554018333,8.53519,0.893361275
sp|Q5XJY5|COPD_MOUSE,Arcn1,COPD_MOUSE Coatomer subunit delta,40,12.1368,13.2102,12.8476,13.5245,12.134,12.703,4.86549,4.87973,4.10369,5.13413,4.46086,2885,12.75935,4.68878,0.367477967
tr|Q9D809|Q9D809_MOUSE,2200002D01Rik,Q9D809_MOUSE MCG22941,3,0.421945,0.249236,0.373639,0.549492,1.15282,1.45772,36.7935,33.2329,9.32286,8.53568,7.91021,8339,0.700808667,19.15903,27.33846043
sp|Q03265|ATPA_MOUSE,Atp5a1,"ATPA_MOUSE ATP synthase subunit alpha, mitochondrial",149,11.448,10.7918,14.1678,12.4906,12.5634,11.4557,5.65334,6.04792,5.65356,4.80027,4.92766,2887,12.15288333,5.41655,0.445700814
sp|Q60954|MEIS1_MOUSE,Meis1,MEIS1_MOUSE Homeobox protein Meis1,2,13.4409,8.31847,14.829,11.3234,14.7059,9.17739,4.81079,3.41106,3.80049,13.456,2.72652,8340,11.96584333,5.640972,0.471422853
sp|Q60953|PML_MOUSE,Pml,PML_MOUSE Protein PML,16,5.01308,5.25418,5.15551,4.87577,5.14515,4.97484,14.2851,10.2461,14.8875,11.4818,18.6811,2232,5.069755,13.91632,2.744968938
sp|Q8C033|ARHGA_MOUSE,Arhgef10,ARHGA_MOUSE Rho guanine nucleotide exchange factor 10,1,5.95997,5.06185,5.24088,4.75449,5.97389,5.84156,13.1017,12.5966,15.9804,13.8893,11.5994,8341,5.472106667,13.43348,2.454900977
sp|Q501J6|DDX17_MOUSE,Ddx17,DDX17_MOUSE Probable ATP-dependent RNA helicase DDX17,13,5.69593,5.57657,5.9336,5.92149,6.26258,6.32652,11.9885,13.4557,10.5315,17.5199,10.7877,2901,5.952781667,12.85666,2.159773484
sp|Q61656|DDX5_MOUSE,Ddx5,DDX5_MOUSE Probable ATP-dependent RNA helicase DDX5,16,5.6574,5.63143,5.94962,6.124,6.04289,5.90125,10.7561,15.689,11.8139,13.4377,12.9967,2902,5.884431667,12.93868,2.198798581
sp|Q8CI33|C19L1_MOUSE,Cwf19l1,C19L1_MOUSE CWF19-like protein 1,2,12.18,9.12507,13.2414,11.989,8.9763,9.13543,3.60995,7.35984,1.92487,19.8973,2.56084,4144,10.77453333,7.07056,0.656228885
sp|Q9D8E6|RL4_MOUSE,Rpl4,RL4_MOUSE 60S ribosomal protein L4,57,15.2809,16.3424,17.1998,14.7636,11.9411,13.775,2.12034,2.24744,1.95911,2.54982,1.82046,2908,14.8838,2.139434,0.143742458
sp|P23336|GGTA1_MOUSE,Ggta1,"GGTA1_MOUSE N-acetyllactosaminide alpha-1,3-galactosyltransferase",1,10.864,15.0685,13.3813,11.6966,11.849,13.0533,5.37521,5.62924,3.42324,5.58846,4.07129,8342,12.65211667,4.817488,0.380765379
sp|P56959|FUS_MOUSE,Fus,FUS_MOUSE RNA-binding protein FUS,6,3.67066,3.0337,3.17357,3.05018,3.99179,3.34504,15.4604,15.792,12.7305,16.1637,19.5884,271,3.37749,15.947,4.72155358
tr|F6QCI0|F6QCI0_MOUSE,Taf15,F6QCI0_MOUSE Protein Taf15 (Fragment),2,6.47922,5.15496,7.30612,6.17991,6.86761,5.93122,12.6482,10.6572,13.9176,8.63088,16.227,8343,6.31984,12.416176,1.964634548
