Protein Id,Gene Symbol,Description,Number of peptides,RAW sum signal-to-noise,,,,,,,,,,Normalized sum signal-to-noise,,,,,,,,,,"TMT relative abundance (scaled, i.e., sum across 11 channels for each protein=100)",,,,,,,,,,,,,
,,,,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,,,,
,,,,126,127n,127c,128n,128c,129n,129c,130n,130c,131,126,127n,127c,128n,128c,129n,129c,130n,130c,131,126,127n,127c,128n,128c,129n,129c,130n,130c,131,,,,
sp|Q9D281|NXP20_MOUSE,Fam114a1,NXP20_MOUSE Protein Noxp20,12,2917.58,2489.16,2642.52,3140.68,3143.5,2273.92,2416.14,2372.55,2799.24,2277.28,2964.15,2583.15,2642.52,3198.52,3280.92,2593.73,2572.11,2604.03,2868.86,3057.41,10.4499,9.10669,9.316,11.2761,11.5666,9.14399,9.06777,9.18029,10.1139,10.7787,,,,
sp|Q6PGG2|GMIP_MOUSE,Gmip,GMIP_MOUSE GEM-interacting protein,2,97.271,103.866,110.561,123.126,110.924,93.2663,98.1474,87.1798,101.682,85.1547,98.8234,107.788,110.561,125.393,115.773,106.383,104.483,95.6853,104.211,114.326,9.12137,9.94877,10.2047,11.5738,10.6858,9.81916,9.64377,8.83173,9.61861,10.5522,,,,
sp|P59438|HPS5_MOUSE,Hps5,HPS5_MOUSE Hermansky-Pudlak syndrome 5 protein homolog,2,44.1074,42.3682,43.9239,51.354,43.0147,41.452,41.8712,43.4092,50.3727,39.8957,44.8113,43.9679,43.9239,52.2999,44.8952,47.2819,44.5742,47.6443,51.6255,53.5627,9.44217,9.26447,9.25519,11.0201,9.45985,9.96275,9.39221,10.0391,10.878,11.2862,,,,
sp|Q9WUQ2|PREB_MOUSE,Preb,PREB_MOUSE Prolactin regulatory element-binding protein,11,3174.3,2834.3,3004.08,3176.49,3160.75,2625.31,2781.57,2724.94,2962.23,2313.08,3224.96,2941.32,3004.08,3234.99,3298.93,2994.54,2961.13,2990.79,3035.9,3105.47,10.4733,9.55218,9.75601,10.5059,10.7136,9.72503,9.61653,9.71285,9.85935,10.0853,,,,
sp|P42932|TCPQ_MOUSE,Cct8,TCPQ_MOUSE T-complex protein 1 subunit theta,61,11760.4,11173.5,12046.2,10996.3,10286.8,10528.1,11691.5,11404.9,11991.7,8604.58,11948.1,11595.4,12046.2,11198.8,10736.5,12008.8,12446.2,12517.6,12290,11552.2,10.0964,9.79839,10.1793,9.46323,9.07262,10.1477,10.5174,10.5777,10.3853,9.76191,,,,
sp|Q9D2Y4-2|MLKL_MOUSE,Mlkl,MLKL_MOUSE Isoform 2 of Mixed lineage kinase domain-like protein,18,4334.26,4426.24,4548.84,3786.36,3854.06,4046.15,4045.49,4202.95,4056.26,3029.75,4403.44,4593.36,4548.84,3856.1,4022.55,4615.21,4306.64,4613,4157.14,4067.64,10.1969,10.6367,10.5337,8.92948,9.31493,10.6873,9.97279,10.6822,9.6266,9.41934,,,,
sp|Q5PRF0|HTR5A_MOUSE,Heatr5a,HTR5A_MOUSE HEAT repeat-containing protein 5A,6,887.437,844.861,950.965,896.188,905.821,899.908,986.151,1032.39,1060.31,804.716,901.6,876.761,950.965,912.693,945.421,1026.47,1049.81,1133.11,1086.68,1080.39,9.04868,8.79938,9.54411,9.16001,9.48847,10.3019,10.5362,11.3721,10.9061,10.843,,,,
sp|Q9WUD1|CHIP_MOUSE,Stub1,CHIP_MOUSE STIP1 homology and U box-containing protein 1,14,3050.2,3120.79,3124.64,3057.77,2813.32,2819.08,2763.13,2809.14,3005.13,2261.94,3098.88,3238.63,3124.64,3114.09,2936.32,3215.56,2941.5,3083.21,3079.87,3036.81,10.0386,10.4913,10.1221,10.0879,9.51203,10.4166,9.52883,9.98789,9.97707,9.83757,,,,
sp|Q99JX7|NXF1_MOUSE,Nxf1,NXF1_MOUSE Nuclear RNA export factor 1,29,5112.62,4866.29,5463.87,4781.43,4861.68,4724.67,5062.51,4865.75,5343.2,3747.26,5194.22,5050.03,5463.87,4869.49,5074.22,5389.15,5389.32,5340.47,5476.09,5030.95,9.9358,9.65998,10.4516,9.31464,9.70626,10.3087,10.309,10.2156,10.475,9.6235,,,,
sp|Q9WVP1|AP1M2_MOUSE,Ap1m2,AP1M2_MOUSE AP-1 complex subunit mu-2,18,3283.82,3370.49,3234.75,3417.56,3183.65,2808.91,2852.48,3021.76,3137.92,2474.98,3336.23,3497.75,3234.75,3480.5,3322.83,3203.96,3036.62,3316.57,3215.96,3322.83,10.1196,10.6095,9.81179,10.5572,10.0789,9.7184,9.21082,10.06,9.7548,10.0789,,,,
sp|P35585|AP1M1_MOUSE,Ap1m1,AP1M1_MOUSE AP-1 complex subunit mu-1,10,2200.61,1991.55,2269.46,2059.56,2051.38,1883.14,2117.49,1968.84,2205.92,1679.26,2235.73,2066.75,2269.46,2097.49,2141.06,2147.99,2254.18,2160.93,2260.78,2254.52,10.214,9.442,10.3681,9.58244,9.78149,9.81316,10.2983,9.87225,10.3285,10.2998,,,,
sp|Q8VBZ0|DHRSX_MOUSE,Dhrsx,DHRSX_MOUSE Dehydrogenase/reductase SDR family member on chromosome X homolog,4,584.399,611.579,673.276,677.286,735.209,555.674,577.145,634.735,822.264,537.155,593.726,634.671,673.276,689.76,767.35,633.825,614.402,696.662,842.714,721.168,8.64538,9.24158,9.80372,10.0437,11.1736,9.22927,8.94645,10.1443,12.271,10.5011,,,,
sp|Q9R1S8|CAN7_MOUSE,Capn7,CAN7_MOUSE Calpain-7,5,662.077,623.03,670.006,720.194,691.4,619.415,633.972,594.178,715.66,589.233,672.644,646.554,670.006,733.458,721.626,706.53,674.897,652.148,733.459,791.086,9.60589,9.23331,9.56822,10.4744,10.3054,10.0898,9.63807,9.31319,10.4744,11.2973,,,,
sp|Q8BFY9|TNPO1_MOUSE,Tnpo1,TNPO1_MOUSE Transportin-1,26,6460.9,6050.17,6804.62,5900.71,5765.07,5941.58,6606.56,6341.77,6634.15,4696.17,6564.02,6278.61,6804.62,6009.38,6017.11,6777.21,7033.04,6960.49,6799.15,6304.92,10.014,9.57856,10.381,9.16784,9.17962,10.3392,10.7295,10.6188,10.3727,9.6187,,,,
sp|Q99LG2|TNPO2_MOUSE,Tnpo2,TNPO2_MOUSE Transportin-2,16,3876.39,3472.42,3902.79,3521.62,3620.77,3572.93,3657.6,3850.63,3779.96,2892.07,3938.25,3603.53,3902.79,3586.48,3779.06,4075.43,3893.71,4226.31,3873.97,3882.8,10.16,9.29648,10.0685,9.25249,9.74932,10.5139,10.0451,10.9031,9.99416,10.0169,,,,
sp|Q9QY66|ZNHI2_MOUSE,Znhit2,ZNHI2_MOUSE Zinc finger HIT domain-containing protein 2,2,85.3835,102.135,90.386,90.6778,106.556,94.8116,89.4787,95.6997,95.6099,68.694,86.7461,105.992,90.386,92.3478,111.214,108.146,95.255,105.036,97.9878,92.2263,8.8037,10.7569,9.17311,9.3722,11.2869,10.9755,9.66724,10.6599,9.9446,9.35987,,,,
sp|P35486|ODPA_MOUSE,Pdha1,"ODPA_MOUSE Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",30,3624.54,3672.19,3642.95,3854.33,3578.02,3160.91,3310.97,3492.13,3665.72,2834.59,3682.38,3810.85,3642.95,3925.32,3734.45,3605.46,3524.71,3832.83,3756.89,3805.63,9.86666,10.2109,9.761,10.5176,10.0062,9.66056,9.44419,10.2698,10.0663,10.1969,,,,
sp|P56480|ATPB_MOUSE,Atp5b,"ATPB_MOUSE ATP synthase subunit beta, mitochondrial",148,25684.4,31882.9,25823.4,29090.3,25780.2,21326.6,22237.4,22780.9,24945.3,20606.4,26094.3,33086.7,25823.4,29626.1,26907.3,24326,23672.9,25003.5,25565.7,27665.6,9.745,12.3563,9.64381,11.0639,10.0486,9.0846,8.84072,9.33762,9.5476,10.3318,,,,
sp|P27889|HNF1B_MOUSE,Hnf1b,HNF1B_MOUSE Hepatocyte nuclear factor 1-beta,2,117.717,109.84,116.962,96.1071,102.034,105.872,130.441,99.9587,112.45,86.6037,119.596,113.987,116.962,97.8772,106.495,120.762,138.862,109.711,115.247,116.271,10.3477,9.86245,10.1198,8.46857,9.21418,10.4487,12.0146,9.49246,9.97141,10.0601,,,,
sp|P02463|CO4A1_MOUSE,Col4a1,CO4A1_MOUSE Collagen alpha-1(IV) chain,8,964.079,966.005,1034.47,948.894,1113.56,960.899,1106.01,1092.76,1167.3,937.983,979.465,1002.48,1034.47,966.37,1162.24,1096.04,1177.41,1199.37,1196.33,1259.31,8.84514,9.05297,9.34187,8.72688,10.4957,9.89789,10.6327,10.831,10.8035,11.3723,,,,
sp|P23249|MOV10_MOUSE,Mov10,MOV10_MOUSE Putative helicase MOV-10,22,3765.08,4051.14,4094.1,3468.07,3778.88,2487.54,2548.62,2770.48,2859.93,2383.45,3825.17,4204.1,4094.1,3531.94,3944.08,2837.39,2713.15,3040.78,2931.06,3199.94,11.145,12.2491,11.9286,10.2907,11.4915,8.26703,7.90504,8.85964,8.53997,9.32337,,,,
sp|Q6YGZ1|HPSE_MOUSE,Hpse,HPSE_MOUSE Heparanase,2,395.911,396.442,454.712,430.371,448.596,268.454,261.647,288.884,353.05,268.668,402.229,411.41,454.712,438.298,468.208,306.21,278.537,317.069,361.831,360.706,10.5872,10.8288,11.9686,11.5365,12.3238,8.05982,7.33146,8.34565,9.52384,9.49423,,,,
sp|Q91V76|CK054_MOUSE,,CK054_MOUSE Ester hydrolase C11orf54 homolog,18,4165.26,4066.47,4044.32,4113.71,3983.91,3502.63,3965.3,3774.49,3527.16,3178.4,4231.74,4220.01,4044.32,4189.48,4158.08,3995.24,4221.27,4142.73,3614.89,4267.22,10.3,10.2714,9.84378,10.1971,10.1207,9.72434,10.2745,10.0833,8.79856,10.3863,,,,
sp|P46664|PURA2_MOUSE,Adss,PURA2_MOUSE Adenylosuccinate synthetase isozyme 2,15,2346.14,2362.44,2195.51,2088.58,1927.28,2171.56,2029.91,2078.34,1991.34,1477.66,2383.58,2451.64,2195.51,2127.05,2011.53,2476.97,2160.95,2281.11,2040.86,1983.86,10.7791,11.0869,9.92856,9.61898,9.09658,11.2014,9.77226,10.3157,9.22921,8.97143,,,,
sp|P28650|PURA1_MOUSE,Adssl1,PURA1_MOUSE Adenylosuccinate synthetase isozyme 1,6,1907.23,1919.48,1950.41,2003.11,1956.3,1860.18,1838.44,1781.93,1961.04,1342.17,1937.67,1991.95,1950.41,2040,2041.82,2121.8,1957.12,1955.78,2009.81,1801.96,9.78208,10.0561,9.84643,10.2987,10.3079,10.7117,9.8803,9.87355,10.1463,9.09696,,,,
sp|Q8R5L3|VPS39_MOUSE,Vps39,VPS39_MOUSE Vam6/Vps39-like protein,6,1122.96,1124.29,1198.42,1183.33,1133.77,1027.69,1108.65,1174.66,1166.33,917.285,1140.88,1166.74,1198.42,1205.13,1183.34,1172.23,1180.22,1289.26,1195.34,1231.52,9.5367,9.75287,10.0176,10.0737,9.8916,9.79873,9.86553,10.777,9.9919,10.2943,,,,
sp|P61622|ITA11_MOUSE,Itga11,ITA11_MOUSE Integrin alpha-11,1,14.2648,17.9919,20.06,13.2231,13.2729,13.959,15.9702,11.715,18.252,11.0382,14.4925,18.6712,20.06,13.4666,13.8531,15.9222,17.0012,12.858,18.706,14.8195,9.06627,11.6804,12.5493,8.42451,8.66632,9.9607,10.6357,8.04376,11.7022,9.27086,,,,
sp|Q8CFC7|CLASR_MOUSE,Clasrp,CLASR_MOUSE CLK4-associating serine/arginine rich protein,3,175.958,174.882,199.273,168.874,171.948,164.541,175.033,175.834,196.694,132.773,178.766,181.485,199.273,171.984,179.465,187.682,186.332,192.989,201.585,178.256,9.62236,9.76871,10.7262,9.25733,9.66,10.1023,10.0296,10.3879,10.8507,9.59493,,,,
sp|Q8C9B9|DIDO1_MOUSE,Dido1,DIDO1_MOUSE Death-inducer obliterator 1,18,2362.88,2299.79,2529.78,2261.53,2216.26,2109.61,2283.74,2169.46,2399.97,1771.76,2400.59,2386.62,2529.78,2303.18,2313.15,2406.31,2431.17,2381.12,2459.66,2378.71,10.0065,9.94828,10.545,9.60047,9.64203,10.0303,10.134,9.92534,10.2527,9.9153,,,,
tr|B2RQG2|B2RQG2_MOUSE,Phf3,B2RQG2_MOUSE PHD finger protein 3,10,1277.26,1286.45,1376.46,1192.02,1158.73,1184.79,1244.58,1174.88,1298.74,984.663,1297.64,1335.02,1376.46,1213.97,1209.39,1351.42,1324.92,1289.51,1331.04,1321.98,9.94258,10.229,10.5465,9.30149,9.26641,10.3546,10.1516,9.88026,10.1985,10.1291,,,,
sp|A6H630|CF211_MOUSE,,CF211_MOUSE UPF0364 protein C6orf211 homolog,9,1552.57,1514.51,1563.14,1485.05,1451.4,1449.7,1534.12,1397.09,1504.18,1130.92,1577.35,1571.69,1563.14,1512.4,1514.85,1653.58,1633.15,1533.39,1541.59,1518.34,10.0986,10.0624,10.0076,9.68275,9.69849,10.5867,10.4559,9.81719,9.86964,9.72082,,,,
sp|Q9DAR7|DCPS_MOUSE,Dcps,DCPS_MOUSE m7GpppX diphosphatase,23,4865.88,4970.27,4998.9,4746.93,4672.66,4218.72,4180.83,4143.41,4275.07,3175.8,4943.53,5157.94,4998.9,4834.35,4876.93,4812.05,4450.72,4547.65,4381.39,4263.73,10.4587,10.9123,10.5758,10.2277,10.3178,10.1805,9.41608,9.62116,9.26942,9.02048,,,,
sp|Q148V8|FA83H_MOUSE,Fam83h,FA83H_MOUSE Protein FAM83H,16,2533.19,2519.94,2527.74,3230.02,2893.69,2626.81,2674.12,2772.8,2842.39,2273.06,2573.62,2615.09,2527.74,3289.5,3020.19,2996.25,2846.74,3043.32,2913.09,3051.73,8.91226,9.05588,8.75337,11.3913,10.4587,10.3758,9.85808,10.5388,10.0878,10.5679,,,,
tr|E9QMH7|E9QMH7_MOUSE,Ikbip,E9QMH7_MOUSE Inhibitor of nuclear factor kappa-B kinase-interacting protein,6,1113.89,1077.58,1264.28,1063.43,1065.71,986.776,1337.45,1286.85,1207.16,871.625,1131.66,1118.27,1264.28,1083.02,1112.3,1125.56,1423.79,1412.4,1237.18,1170.22,9.36911,9.25818,10.467,8.96636,9.2088,9.31855,11.7876,11.6933,10.2427,9.68828,,,,
sp|Q9DBZ1-2|IKIP_MOUSE,Ikbip,IKIP_MOUSE Isoform 2 of Inhibitor of nuclear factor kappa-B kinase-interacting protein,7,1546.45,1291.77,1568.16,1386.78,1426.91,1421.02,1775.32,1617.52,1668,1134.33,1571.13,1340.54,1568.16,1412.32,1489.29,1620.87,1889.92,1775.32,1709.48,1522.92,9.88136,8.43109,9.86268,8.88253,9.36661,10.1942,11.8863,11.1656,10.7515,9.57813,,,,
##tr|E9Q6T9|E9Q6T9_MOUSE,##Kctd1,##E9Q6T9_MOUSE ##BTB/POZ domain-containing protein KCTD1,1,35.4028,24.2787,34.265,27.4819,24.1,32.2425,32.6883,21.9809,32.4322,27.9493,35.9678,25.1954,34.265,27.988,25.1536,36.7772,34.7984,24.1254,33.2388,37.5239,11.4171,7.9977,10.8766,8.88415,7.98443,11.6741,11.0459,7.65805,10.5509,11.9111,,,,
sp|P62254|UB2G1_MOUSE,Ube2g1,UB2G1_MOUSE Ubiquitin-conjugating enzyme E2 G1,2,490.507,526.128,556.248,482.379,548.497,462.792,470.008,478.546,496.912,367.201,498.336,545.993,556.248,491.263,572.476,527.88,500.349,525.235,509.27,492.993,9.54658,10.4596,10.656,9.41109,10.9669,10.1126,9.58515,10.0619,9.75606,9.44423,,,,
sp|P97384|ANX11_MOUSE,Anxa11,ANX11_MOUSE Annexin A11,33,4892.07,4896.92,4707.12,5417.09,5182.31,4978.83,5245.66,5069.04,5455.87,4402.69,4970.15,5081.82,4707.12,5516.86,5408.87,5679.05,5584.29,5563.59,5591.56,5910.91,9.20156,9.4083,8.71459,10.2137,10.0138,10.514,10.3386,10.3002,10.352,10.9433,,,,
sp|O35639|ANXA3_MOUSE,Anxa3,ANXA3_MOUSE Annexin A3,29,5476.34,5809.41,5583.4,6610.21,6211.55,8402.88,9612.66,8561.73,8353.39,6772.51,5563.74,6028.75,5583.4,6731.95,6483.1,9584.67,10233.2,9397.04,8561.15,9092.55,7.20136,7.80325,7.2268,8.71342,8.39132,12.4058,13.2452,12.163,11.081,11.7688,,,,
sp|Q9CQ10|CHMP3_MOUSE,Chmp3,CHMP3_MOUSE Charged multivesicular body protein 3,4,976.528,1007.16,1029.81,1126.71,1004.56,1022.95,1000.54,1060.71,1051.73,867.256,992.113,1045.18,1029.81,1147.46,1048.47,1166.82,1065.13,1164.2,1077.88,1164.35,9.10077,9.58759,9.44659,10.5257,9.61777,10.7034,9.7706,10.6793,9.88755,10.6807,,,,
sp|Q7TMR0|PCP_MOUSE,Prcp,PCP_MOUSE Lysosomal Pro-X carboxypeptidase,9,2476.92,2167.92,2239.07,2290.99,2232.75,1893.07,2011,1955.2,2025.37,1767.94,2516.45,2249.78,2239.07,2333.18,2330.36,2159.32,2140.82,2145.96,2075.74,2373.58,11.1524,9.97053,9.92308,10.3402,10.3277,9.56964,9.48765,9.51042,9.19924,10.5192,,,,
sp|Q6PFX9|TNKS1_MOUSE,Tnks,TNKS1_MOUSE Tankyrase-1,2,520.473,473.947,494.121,496.238,459.582,517.943,567.867,495.927,527.456,431.8,528.779,491.842,494.121,505.377,479.674,590.787,604.525,544.311,540.574,579.721,9.86581,9.17665,9.21918,9.42919,8.94963,11.0227,11.2791,10.1556,10.0859,10.8163,,,,
sp|P08775|RPB1_MOUSE,Polr2a,RPB1_MOUSE DNA-directed RNA polymerase II subunit RPB1,35,6651.14,6638.28,7294.97,6346.62,6019.76,6182.94,6751.15,6576.75,6766.27,4956.44,6757.29,6888.92,7294.97,6463.51,6282.93,7052.52,7186.96,7218.4,6934.55,6654.36,9.83101,10.0225,10.6133,9.4036,9.14088,10.2605,10.4561,10.5019,10.0889,9.68126,,,,
sp|Q61749|EI2BD_MOUSE,Eif2b4,EI2BD_MOUSE Translation initiation factor eIF-2B subunit delta,6,951.378,940.076,983.55,900.651,864.193,901.143,975.407,1015.92,1009.64,740.274,966.561,975.57,983.55,917.238,901.973,1027.88,1038.37,1115.04,1034.75,993.869,9.7095,9.8,9.88015,9.21403,9.06068,10.3255,10.4309,11.201,10.3945,9.98381,,,,
sp|P11352|GPX1_MOUSE,Gpx1,GPX1_MOUSE Glutathione peroxidase 1,13,3373.1,3619.34,3707.51,3478.29,3341.7,3831.9,4684.02,4768.96,4018.02,3458.85,3426.93,3756,3707.51,3542.35,3487.79,4370.82,4986.39,5234.24,4117.95,4643.75,8.30294,9.10021,8.98274,8.58258,8.45039,10.5898,12.0813,12.6818,9.97717,11.2511,,,,
sp|Q9CQ75|NDUA2_MOUSE,Ndufa2,NDUA2_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,3,365.152,346,383.216,399.132,372.312,405.715,464.197,431.84,497.547,347.154,370.98,359.064,383.216,406.483,388.589,462.775,494.163,473.972,509.921,466.078,8.59697,8.32085,8.88052,9.4197,9.00503,10.7242,11.4516,10.9837,11.8167,10.8007,,,,
sp|Q8JZV7|NAGA_MOUSE,Amdhd2,NAGA_MOUSE Putative N-acetylglucosamine-6-phosphate deacetylase,9,1294.35,1330.17,1389.89,1325.8,1369.64,1329.18,1414.72,1436.78,1437.95,1069.32,1315,1380.4,1389.89,1350.21,1429.52,1516.11,1506.05,1576.96,1473.72,1435.63,9.14881,9.60376,9.66984,9.39378,9.94553,10.548,10.478,10.9713,10.253,9.98803,,,,
sp|Q3TDN2|FAF2_MOUSE,Faf2,FAF2_MOUSE FAS-associated factor 2,13,1738.36,1778.15,1847.76,1753.75,1760.51,1618.32,1892.18,1876.64,1922.54,1444.97,1766.11,1845.29,1847.76,1786.05,1837.48,1845.93,2014.33,2059.73,1970.36,1939.98,9.33805,9.75674,9.76979,9.4435,9.71542,9.7601,10.6505,10.8905,10.418,10.2574,,,,
sp|A1A5B6|TBC25_MOUSE,Tbc1d25,TBC25_MOUSE TBC1 domain family member 25,4,410.812,378.284,409.615,406.482,387.68,346.329,324.959,296.66,388.579,278.782,417.369,392.567,409.615,413.969,404.628,395.037,345.937,325.603,398.243,374.283,10.7646,10.1249,10.5646,10.6769,10.436,10.1886,8.92221,8.39777,10.2713,9.65332,,,,
sp|Q6A0A9|F120A_MOUSE,FAM120A,F120A_MOUSE Constitutive coactivator of PPAR-gamma-like protein 1,50,9211.38,9155.78,10028.6,9723.84,9401.49,8317.21,9189.22,9040.79,9443.66,7429.36,9358.39,9501.47,10028.6,9902.93,9812.5,9486.95,9782.43,9922.83,9678.53,9974.42,9.60337,9.7502,10.2911,10.1622,10.0694,9.7353,10.0385,10.1826,9.93189,10.2355,,,,
sp|Q8C3F2|F120C_MOUSE,Fam120c,F120C_MOUSE Constitutive coactivator of PPAR-gamma-like protein 2,8,1163.42,1168.82,1297.11,1242.54,1166.53,1164.93,1343.49,1174.85,1200.05,1019.15,1181.99,1212.96,1297.11,1265.42,1217.53,1328.77,1430.22,1289.47,1229.9,1368.27,9.2187,9.46024,10.1166,9.86942,9.49588,10.3635,11.1547,10.057,9.59235,10.6716,,,,
sp|P97470|PP4C_MOUSE,Ppp4c,PP4C_MOUSE Serine/threonine-protein phosphatase 4 catalytic subunit,14,2596.62,2608.37,2790.36,2505.99,2467.07,2532.96,2738.29,2663.36,2809.71,2008.02,2638.06,2706.85,2790.36,2552.15,2574.92,2889.2,2915.06,2923.21,2879.59,2695.91,9.57024,9.81977,10.1227,9.25855,9.34116,10.4813,10.5751,10.6047,10.4464,9.78008,,,,
sp|P62715|PP2AB_MOUSE,Ppp2cb,PP2AB_MOUSE Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,27,3604.58,3612.19,3956.26,3780.83,3684.95,3460.13,3785.75,3640.4,3784.77,2856.29,3662.1,3748.58,3956.26,3850.46,3846.04,3946.77,4030.14,3995.56,3878.9,3834.76,9.45069,9.67386,10.2098,9.93678,9.92538,10.1853,10.4005,10.3112,10.0102,9.89626,,,,
sp|P63330|PP2AA_MOUSE,Ppp2ca,PP2AA_MOUSE Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,1,198.203,202.631,290,279.793,314.743,245.389,303.573,292.79,303.168,232.21,201.366,210.281,290,284.946,328.503,279.901,323.17,321.356,310.708,311.757,7.03588,7.34738,10.1328,9.95623,11.4781,9.77994,11.2918,11.2284,10.8564,10.893,,,,
sp|Q8CAQ8-2|IMMT_MOUSE,Immt,IMMT_MOUSE Isoform 2 of Mitochondrial inner membrane protein,49,10965.5,10945.2,11169.8,12032.8,11218.1,9154.69,9413.07,9611.38,10473.9,8762.12,11140.5,11358.5,11169.8,12254.4,11708.5,10442.2,10020.7,10549.1,10734.4,11763.7,10.0237,10.2198,10.0501,11.0259,10.5347,9.39539,9.01616,9.49156,9.65824,10.5844,,,,
tr|E9PVS5|E9PVS5_MOUSE,Immt,E9PVS5_MOUSE Mitochondrial inner membrane protein (Fragment),1,108.948,110.328,105.875,129.097,125.567,93.8811,97.2117,97.9028,117.58,96.715,110.687,114.494,105.875,131.475,131.056,107.085,103.487,107.454,120.504,129.846,9.52586,9.85349,9.11172,11.3149,11.2789,9.21583,8.90622,9.24766,10.3707,11.1747,,,,
sp|O09044|SNP23_MOUSE,Snap23,SNP23_MOUSE Synaptosomal-associated protein 23,14,2621.44,2437.47,2605.93,2663.61,2488.39,2447.67,2546.45,2428.24,2698.49,2103.19,2663.28,2529.5,2605.93,2712.67,2597.18,2791.92,2710.84,2665.15,2765.61,2823.68,9.91329,9.41533,9.69984,10.0971,9.66725,10.3921,10.0903,9.92025,10.2942,10.5103,,,,
sp|P60879|SNP25_MOUSE,Snap25,SNP25_MOUSE Synaptosomal-associated protein 25,1,71.2794,65.2341,70.6073,114.916,111.137,36.8234,63.4728,49.9238,72.5264,63.9344,72.417,67.6971,70.6073,117.032,115.996,42.0023,67.5702,54.7945,74.3302,85.8363,9.42582,8.81148,9.19027,15.233,15.098,5.46704,8.79496,7.13207,9.67485,11.1725,,,,
sp|P62137|PP1A_MOUSE,Ppp1ca,PP1A_MOUSE Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,28,4897.08,5035.84,5296.22,5010.81,5023.54,4994.31,5230.94,4867.08,5085.7,3777.57,4975.23,5225.98,5296.22,5103.09,5243.16,5696.71,5568.62,5341.92,5212.18,5071.65,9.43445,9.90993,10.0431,9.6769,9.94251,10.8026,10.5597,10.1298,9.88377,9.61728,,,,
sp|P62141|PP1B_MOUSE,Ppp1cb,PP1B_MOUSE Serine/threonine-protein phosphatase PP1-beta catalytic subunit,12,1374.88,1393.08,1508.59,1635.05,1628.99,1249.43,1328.34,1303.25,1424.97,1106.2,1396.82,1445.68,1508.59,1665.16,1700.21,1425.15,1414.09,1430.4,1460.41,1485.15,9.35478,9.68196,10.1033,11.1519,11.3866,9.54451,9.47043,9.57963,9.78062,9.9463,,,,
sp|P63087|PP1G_MOUSE,Ppp1cc,PP1G_MOUSE Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,1,281.426,274.129,266.047,258.725,241.396,215.798,222.173,197.112,244.248,160.031,285.917,284.48,266.047,263.49,251.949,246.148,236.515,216.342,250.323,214.852,11.3637,11.3065,10.574,10.4723,10.0136,9.78307,9.40019,8.59844,9.94898,8.53922,,,,
sp|Q9DBU5|RNF6_MOUSE,Rnf6,RNF6_MOUSE E3 ubiquitin-protein ligase RNF6,3,248.216,250.93,261.276,238.827,240.826,195.961,206.534,207.502,237.143,178.122,252.177,260.404,261.276,243.226,251.355,223.521,219.866,227.747,243.041,239.141,10.413,10.7527,10.7887,10.0434,10.379,9.2297,9.07881,9.40421,10.0357,9.87471,,,,
sp|P62717|RL18A_MOUSE,Rpl18a,RL18A_MOUSE 60S ribosomal protein L18a,15,7208.16,6665,6873.34,6138.03,5848.52,6298.44,6232.73,5907.04,6729.63,5009.07,7323.2,6916.65,6873.34,6251.08,6104.2,7184.26,6635.07,6483.35,6897,6725.01,10.8664,10.2631,10.1989,9.27554,9.05759,10.6602,9.84532,9.62019,10.234,9.97877,,,,
sp|Q501J7|PHAR4_MOUSE,Phactr4,PHAR4_MOUSE Phosphatase and actin regulator 4,13,1243.48,1318.45,1353.69,1255.08,1191,1152.3,1273.44,1312.88,1329.66,979.484,1263.33,1368.23,1353.69,1278.2,1243.06,1314.37,1355.64,1440.96,1362.73,1315.02,9.50211,10.2911,10.1818,9.61396,9.34968,9.88598,10.1965,10.8382,10.2498,9.89093,,,,
sp|O35654|DPOD2_MOUSE,Pold2,DPOD2_MOUSE DNA polymerase delta subunit 2,6,767.489,757.962,812.992,712.155,739.483,628.729,651.629,612.874,675.749,485.207,779.738,786.58,812.992,725.271,771.811,717.154,693.695,672.668,692.556,651.423,10.6757,10.7693,11.1309,9.92993,10.5671,9.8188,9.49761,9.20973,9.48202,8.91885,,,,
sp|Q6PFR5|TRA2A_MOUSE,Tra2a,TRA2A_MOUSE Transformer-2 protein homolog alpha,10,1258.18,1270.64,1271.09,1080.98,1013.65,1070.04,1169.75,1183.54,1201.39,855.863,1278.26,1318.61,1271.09,1100.89,1057.96,1220.53,1245.26,1299.01,1231.27,1149.05,10.5017,10.8332,10.4428,9.04452,8.6918,10.0274,10.2306,10.6722,10.1156,9.44018,,,,
